Manufacturer,Model,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Car Age
SUBARU,XV,Petrol,2,111285.0,4.0,Automatic,4x4,10
LEXUS,GX 470,Petrol,4.7,280354.0,8.0,Automatic,4x4,17
HONDA,Insight,Hybrid,1.3,136000.0,4.0,Tiptronic,Front,14
NISSAN,Juke,Petrol,1.6,111402.0,4.0,Automatic,4x4,10
HYUNDAI,Tucson,Diesel,2,105437.0,4.0,Automatic,Front,13
TOYOTA,Camry,Hybrid,2.5,109798.0,4.0,Automatic,Front,11
MERCEDES-BENZ,ML 320,Diesel,3.0 Turbo,245470.0,6.0,Tiptronic,4x4,16
HONDA,Cr-v,Petrol,2.4,120000.0,4.0,Automatic,4x4,20
TOYOTA,Prius,Hybrid,1.5,288000.0,4.0,Automatic,Front,17
GMC,TERRAIN,Petrol,2.4,212682.0,4.0,Automatic,Front,13
HYUNDAI,Tucson,Diesel,2,189000.0,4.0,Automatic,Front,11
TOYOTA,Camry,Petrol,2.5,308694.0,4.0,Automatic,Front,12
CHEVROLET,Spark,Petrol,1,53711.0,4.0,Automatic,Front,10
JEEP,Compass,Petrol,2.4,121000.0,4.0,Automatic,Front,15
FORD,Transit,Diesel,2.5,0.0,4.0,Manual,Rear,34
TOYOTA,Camry,Hybrid,2.5,225510.0,4.0,Automatic,Front,12
NISSAN,Note,Petrol,1.2,69000.0,4.0,Automatic,Front,13
MAZDA,MPV,CNG,2.3,16000.0,4.0,Automatic,Front,21
HYUNDAI,Santa FE,Diesel,2,151000.0,4.0,Automatic,Front,11
TOYOTA,Camry,Hybrid,2.5,39552.0,4.0,Automatic,Front,6
BMW,X5,Petrol,3,240000.0,6.0,Tiptronic,4x4,17
DODGE,Ramcharger,Petrol,3.6,258990.0,6.0,Automatic,Rear,13
HYUNDAI,Sonata,LPG,3.3,243200.0,6.0,Tiptronic,Front,19
TOYOTA,Hilux,Petrol,2,123000.0,4.0,Manual,Rear,27
AUDI,A4,Petrol,3,265600.0,6.0,Manual,4x4,23
LAND ROVER,Range Rover Evoque,Petrol,2.0 Turbo,125000.0,4.0,Tiptronic,4x4,13
HONDA,Pilot,Petrol,3.5,145000.0,6.0,Automatic,4x4,20
HYUNDAI,Sonata,LPG,2,267209.0,4.0,Automatic,Front,9
HYUNDAI,H1,Diesel,2.5,90660.0,4.0,Automatic,Front,10
MERCEDES-BENZ,E 240,LPG,2.6,314000.0,6.0,Automatic,Rear,25
HONDA,FIT,Petrol,1.3,86996.0,4.0,Automatic,Front,12
TOYOTA,Camry,Petrol,2.5,47152.0,4.0,Tiptronic,Front,11
MERCEDES-BENZ,E 300,Petrol,2,26802.0,4.0,Automatic,Rear,8
FORD,Fusion,Petrol,2,134982.0,4.0,Automatic,Front,12
FORD,Escape,Hybrid,2.5,93000.0,4.0,Automatic,4x4,17
HYUNDAI,Sonata,LPG,2,258906.0,4.0,Automatic,Front,9
DAEWOO,Lacetti,Diesel,2,75644.0,4.0,Automatic,Front,16
MERCEDES-BENZ,GL 450,Petrol,4.6,230397.0,8.0,Automatic,4x4,12
TOYOTA,Prius V ALPINA,Hybrid,1.8,123000.0,4.0,Automatic,Front,10
HYUNDAI,Elantra,Petrol,2,115974.0,4.0,Automatic,Front,8
FORD,Fiesta,Petrol,1.6,49000.0,4.0,Tiptronic,Front,11
LEXUS,RX 300,CNG,3,209123.0,4.0,Tiptronic,4x4,25
MERCEDES-BENZ,E 500,Petrol,5,125000.0,8.0,Tiptronic,Rear,20
CHEVROLET,Orlando,Diesel,2,73650.0,4.0,Automatic,Front,11
HYUNDAI,Sonata,Petrol,2,145219.0,4.0,Automatic,Front,14
MERCEDES-BENZ,Sprinter 315CDI,Diesel,2.1 Turbo,268022.0,6.0,Manual,Front,18
TOYOTA,Prius,Hybrid,1.8,0.0,4.0,Automatic,Front,13
MITSUBISHI,Pajero,Diesel,2.5 Turbo,205000.0,4.0,Manual,4x4,30
BMW,X5,Petrol,3,310000.0,6.0,Tiptronic,4x4,18
MITSUBISHI,Outlander,Petrol,2.4,7964.0,6.0,Tiptronic,4x4,13
HYUNDAI,H1,Diesel,2.5,126970.0,4.0,Automatic,Front,11
CHEVROLET,Lacetti,Petrol,1.8,142600.0,4.0,Automatic,Front,14
TOYOTA,Prius,Hybrid,1.8,411923.0,4.0,Automatic,Front,13
TOYOTA,Camry,Hybrid,2.5,35058.0,4.0,Automatic,Front,7
TOYOTA,Camry,Petrol,2.5 Turbo,32000.0,4.0,Tiptronic,Front,8
HONDA,Civic,Petrol,1.5,46935.0,4.0,Automatic,Front,8
TOYOTA,Prius,Hybrid,1.8,150000.0,4.0,Automatic,Front,12
FORD,Taurus interceptor,Petrol,3.8,280000.0,6.0,Automatic,4x4,11
HONDA,Civic,Petrol,1.8,177250.0,4.0,Automatic,Front,14
KIA,Optima,Hybrid,2.4,141410.0,4.0,Automatic,Front,11
HYUNDAI,Santa FE,Diesel,2,105751.0,4.0,Automatic,Front,8
NISSAN,Elgrand,Petrol,3.5,122000.0,6.0,Tiptronic,Rear,21
KIA,RIO lx,Petrol,1.6,100800.0,4.0,Automatic,Front,11
VOLKSWAGEN,Passat,Petrol,1.8 Turbo,144000.0,4.0,Tiptronic,Front,11
HYUNDAI,Elantra,Petrol,1.6,122587.0,4.0,Automatic,Front,18
HONDA,FIT,Petrol,1.3,98000.0,4.0,Automatic,Front,21
BMW,X5 XDRIVE 35D,Diesel,3.5 Turbo,243087.0,6.0,Automatic,4x4,13
TOYOTA,Camry,Hybrid,2.5,179381.0,4.0,Automatic,Front,11
VOLKSWAGEN,Jetta SEL,Diesel,2.0 Turbo,163000.0,4.0,Manual,Front,12
HONDA,Odyssey,Petrol,3.5,236698.0,6.0,Automatic,Front,13
TOYOTA,Prius,Hybrid,1.8,74838.0,4.0,Automatic,Front,12
SSANGYONG,Actyon,Diesel,1.6,43300.0,4.0,Automatic,Front,9
LEXUS,CT 200h,Hybrid,1.8,128297.0,4.0,Automatic,Front,13
MERCEDES-BENZ,GLA 250,Petrol,2.0 Turbo,48000.0,4.0,Automatic,4x4,9
TOYOTA,Prius,Hybrid,1.8,57000.0,4.0,Variator,Front,13
TOYOTA,Highlander,Hybrid,3.3,316912.0,6.0,Automatic,4x4,15
CHEVROLET,Captiva,Diesel,2,74594.0,4.0,Automatic,Front,16
HYUNDAI,Sonata,LPG,2,102788.0,4.0,Automatic,Front,12
HYUNDAI,Elantra,Petrol,1.6,147957.0,4.0,Automatic,Front,11
MITSUBISHI,Pajero IO,Petrol,1.8,156000.0,4.0,Automatic,4x4,26
JEEP,Wrangler,Petrol,3.8,1000.0,6.0,Automatic,4x4,15
KIA,Optima,Petrol,2,38878.0,4.0,Automatic,Front,11
HYUNDAI,H1,Diesel,2.5,134955.0,4.0,Automatic,Front,17
TOYOTA,Camry,Petrol,2.5,200000.0,6.0,Automatic,Rear,13
LEXUS,ES 350,Petrol,3.5,13147.0,6.0,Automatic,Front,6
MAZDA,Atenza,Diesel,2.2,59000.0,4.0,Tiptronic,Front,10
MERCEDES-BENZ,E 350,Diesel,3.5,132630.0,6.0,Automatic,Rear,14
VOLKSWAGEN,Jetta,Petrol,2,20000.0,4.0,Manual,Front,23
HYUNDAI,Sonata,Petrol,2,50310.0,4.0,Automatic,Front,7
HYUNDAI,Sonata,LPG,2,603970.0,4.0,Automatic,Front,10
LEXUS,RX 450 H,Hybrid,3.5,180800.0,8.0,Automatic,Front,15
TOYOTA,Prius,Hybrid,1.8,230939.0,4.0,Automatic,Front,14
CHEVROLET,Cruze LT,Petrol,1.4 Turbo,89620.0,4.0,Automatic,Front,8
JEEP,Liberty,Petrol,3.7,208000.0,6.0,Automatic,4x4,23
LEXUS,RX 350,Petrol,3.5,71939.0,6.0,Automatic,4x4,10
HYUNDAI,Sonata,LPG,2,553481.0,4.0,Automatic,Front,10
SSANGYONG,REXTON,Diesel,2,162977.0,4.0,Automatic,Front,14
OPEL,Agila,Petrol,1,184592.0,3.0,Manual,Front,24
FORD,Escape,Hybrid,2.5,196682.0,4.0,Automatic,Front,16
TOYOTA,Highlander sport,Petrol,3.5,134114.0,6.0,Automatic,4x4,13
FORD,Focus,Petrol,2,13000.0,4.0,Manual,Front,11
MERCEDES-BENZ,E 350,Diesel,3.5,237158.0,6.0,Automatic,4x4,12
KIA,Avella,Petrol,2,89526.0,4.0,Automatic,Front,11
HYUNDAI,Santa FE,Diesel,2,99000.0,4.0,Automatic,Front,10
HONDA,Civic,Hybrid,1.3,264132.0,4.0,Automatic,Front,15
TOYOTA,Prius,Hybrid,1.8,118410.0,4.0,Tiptronic,Front,10
MERCEDES-BENZ,E 320,Petrol,3.2,111111.0,6.0,Tiptronic,Rear,25
NISSAN,Teana,Petrol,3.5,160000.0,6.0,Variator,Front,17
FORD,Escape,Hybrid,2.5,193614.0,4.0,Automatic,Front,16
SSANGYONG,REXTON,Diesel,2,59077.0,4.0,Automatic,Front,10
TOYOTA,Highlander,Hybrid,3.3,226198.0,6.0,Automatic,4x4,15
BMW,X5,CNG,4.4,3000.0,8.0,Automatic,4x4,24
TOYOTA,Camry,Petrol,2.5,165222.0,4.0,Automatic,Front,14
SSANGYONG,Actyon,Diesel,1.6,97181.0,4.0,Automatic,Front,9
NISSAN,Elgrand,CNG,3.5,215000.0,6.0,Tiptronic,Rear,21
CHEVROLET,Aveo,Petrol,1.6,46000.0,4.0,Automatic,Front,13
HYUNDAI,Genesis,Petrol,3.3,159747.0,4.0,Automatic,Front,16
SUBARU,Forester,Petrol,2.5,262298.0,4.0,Automatic,4x4,19
KIA,Optima,Diesel,1.7,30177.0,4.0,Automatic,Front,9
LEXUS,GX 470,LPG,4.7,150000.0,8.0,Tiptronic,4x4,18
TOYOTA,Prius,Hybrid,1.8,104795.0,4.0,Automatic,Front,10
TOYOTA,Camry,Hybrid,2.5,127515.0,4.0,Automatic,Front,7
HYUNDAI,Elantra,Petrol,1.6,94415.0,4.0,Automatic,Front,12
TOYOTA,Prius,Hybrid,1.8,124000.0,4.0,Automatic,Front,16
SUBARU,Forester,CNG,2.5,237688.0,4.0,Automatic,4x4,23
FORD,Focus TITANIUM,Petrol,2,155607.0,4.0,Automatic,Front,13
TOYOTA,Vitz,Petrol,1.3,125000.0,4.0,Variator,Front,18
HYUNDAI,Sonata,Petrol,2,152566.0,4.0,Automatic,Front,15
NISSAN,Serena,Petrol,2,1800.0,4.0,Automatic,Front,22
JEEP,Wrangler,Petrol,3.8,120000.0,6.0,Manual,4x4,14
FORD,Focus,Petrol,2,121000.0,4.0,Automatic,Front,13
MERCEDES-BENZ,C 180,CNG,1.8,200000.0,4.0,Manual,Rear,30
HYUNDAI,Sonata,Petrol,2,170000.0,4.0,Automatic,Front,15
PORSCHE,Cayenne,Petrol,3.6,91000.0,6.0,Tiptronic,4x4,13
TOYOTA,Aqua,Petrol,1.5,51000.0,4.0,Automatic,Front,11
TOYOTA,Avalon,Hybrid,2.5,189216.0,4.0,Automatic,Front,11
HYUNDAI,Elantra,Petrol,1.8,177600.0,4.0,Tiptronic,Front,14
HYUNDAI,Elantra,Petrol,1.8,96000.0,4.0,Tiptronic,Front,10
HYUNDAI,Santa FE,Diesel,2,175089.0,4.0,Automatic,Front,9
HYUNDAI,Elantra,Petrol,1.8,96000.0,4.0,Tiptronic,Front,10
TOYOTA,Prius,Hybrid,1.8,74098.0,4.0,Automatic,Front,9
LEXUS,RX 450,Hybrid,3.5,138038.0,6.0,Automatic,Front,12
LEXUS,RX 450,Hybrid,3.5,361603.0,6.0,Automatic,Front,12
AUDI,Q5,Petrol,3.2,150000.0,6.0,Tiptronic,4x4,15
BMW,X5,Diesel,3,149520.0,6.0,Automatic,4x4,13
BMW,328,Petrol,2.0 Turbo,26000.0,4.0,Tiptronic,4x4,10
SUBARU,XV,Petrol,2,105523.0,4.0,Automatic,4x4,12
TOYOTA,Highlander,Hybrid,3.3,251278.0,6.0,Automatic,4x4,16
HYUNDAI,Sonata,Hybrid,2.4,229192.0,4.0,Automatic,Front,10
HYUNDAI,I30,Diesel,1.6 Turbo,156000.0,4.0,Manual,Front,15
FORD,Fusion,Petrol,1.5 Turbo,100000.0,4.0,Automatic,Front,12
TOYOTA,Tundra,Petrol,5.7,0.0,8.0,Automatic,4x4,11
TOYOTA,Prius,Hybrid,1.5,240000.0,4.0,Automatic,Front,17
PORSCHE,Cayenne,Petrol,3.5,171000.0,6.0,Tiptronic,4x4,14
CHEVROLET,Volt,Hybrid,1.4,110958.0,4.0,Automatic,Front,11
HYUNDAI,Sonata,Hybrid,2.4,123862.0,4.0,Automatic,Front,13
TOYOTA,Corolla,Petrol,1.8,155942.0,4.0,Automatic,Front,9
HYUNDAI,Elantra,Petrol,1.6,179664.0,4.0,Automatic,Front,11
NISSAN,Pathfinder,Petrol,4,127000.0,6.0,Tiptronic,4x4,14
BMW,X1,Petrol,2.0 Turbo,10000.0,4.0,Automatic,4x4,12
GMC,Acadia,Petrol,2.5,116786.0,4.0,Automatic,Rear,9
TOYOTA,RAV 4,Petrol,2.5,198400.0,4.0,Automatic,4x4,14
HYUNDAI,I30,Diesel,1.6,151136.0,4.0,Automatic,Front,13
KIA,Forte,Petrol,1.8,72000.0,4.0,Manual,Front,10
MERCEDES-BENZ,E 350,Diesel,3.5,77205.0,6.0,Automatic,Rear,9
BMW,740,Petrol,3,123803.0,6.0,Tiptronic,Rear,14
TOYOTA,Aqua,Petrol,1.5,42000.0,4.0,Automatic,Front,11
BMW,X5,Diesel,3,229966.0,6.0,Automatic,4x4,13
TOYOTA,Prius C,Hybrid,1.5,244800.0,4.0,Automatic,Front,13
HONDA,Accord CL9 type S,Petrol,2.4,180000.0,4.0,Tiptronic,Front,22
LEXUS,CT 200h,Hybrid,1.8,228610.0,4.0,Automatic,Front,14
SSANGYONG,Actyon,Petrol,1.6,60013.0,4.0,Automatic,Front,8
FIAT,500 turbo,Petrol,1.4 Turbo,58000.0,4.0,Manual,Front,13
HYUNDAI,Tucson,Diesel,1.7,50380.0,4.0,Automatic,Front,8
TOYOTA,Prius,Hybrid,1.8,110000.0,4.0,Automatic,Front,13
NISSAN,Note,Petrol,1.5,170000.0,4.0,Automatic,Front,17
HYUNDAI,Elantra,Petrol,1.6,41523.0,4.0,Automatic,Front,7
HYUNDAI,Elantra,LPG,1.6,33091.0,4.0,Automatic,Front,9
FORD,Transit,Diesel,2.5,1000.0,4.0,Manual,Rear,28
FORD,Fiesta,Petrol,1.4,160000.0,4.0,Manual,Front,14
TOYOTA,RAV 4,Hybrid,2.5,74053.0,4.0,Automatic,4x4,9
HONDA,Insight,Hybrid,1.3,175930.0,4.0,Automatic,Front,12
HYUNDAI,Sonata,Hybrid,2.4,135730.0,4.0,Automatic,Front,10
MERCEDES-BENZ,GLA 250,Petrol,2,46413.0,4.0,Automatic,4x4,8
FORD,Transit,Diesel,2.5,11111.0,4.0,Manual,Rear,27
ACURA,TSX,Petrol,2.4,203061.0,4.0,Automatic,Front,15
HYUNDAI,Tucson,Diesel,2,99821.0,4.0,Automatic,Front,9
MERCEDES-BENZ,Sprinter,Diesel,2.2 Turbo,169000.0,6.0,Manual,Rear,21
CHEVROLET,Lacetti,Petrol,1.8,153966.0,4.0,Automatic,Front,15
TOYOTA,Aqua L paketi,Hybrid,1.5,70000.0,4.0,Tiptronic,Front,11
HYUNDAI,Santa FE Ultimate,Petrol,2.0 Turbo,76000.0,4.0,Tiptronic,4x4,10
TOYOTA,Prius,Hybrid,1.8,221760.0,4.0,Automatic,Front,15
HYUNDAI,Elantra,Petrol,1.8,115200.0,4.0,Tiptronic,Front,12
FORD,Fusion,Hybrid,2,100747.0,4.0,Automatic,Front,10
FORD,Explorer,Petrol,3.5,143604.0,4.0,Automatic,Front,10
BMW,X5,Diesel,3,141384.0,6.0,Automatic,4x4,11
TOYOTA,Camry,Hybrid,2.5,136861.0,4.0,Automatic,Front,12
FORD,C-MAX,Hybrid,2,144000.0,4.0,Automatic,Front,12
MERCEDES-BENZ,E 320,CNG,3.2,220000.0,6.0,Tiptronic,Rear,27
MERCEDES-BENZ,Sprinter 311,Diesel,2.2 Turbo,350000.0,4.0,Manual,Rear,16
HONDA,Civic,Petrol,2,2927.0,4.0,Automatic,Front,6
NISSAN,X-Terra,Petrol,4,138965.0,6.0,Automatic,4x4,13
VOLKSWAGEN,Jetta,Petrol,2,97600.0,6.0,Tiptronic,Front,14
TOYOTA,Prius,Hybrid,1.8,243200.0,4.0,Automatic,Front,12
HONDA,FIT,Petrol,1.3,176000.0,4.0,Variator,Front,20
VOLKSWAGEN,Jetta,Petrol,2.5,160000.0,4.0,Automatic,Rear,13
CHEVROLET,Cruze,Petrol,1.6,75996.0,4.0,Automatic,Front,16
HYUNDAI,Sonata,Petrol,2,185120.0,4.0,Automatic,Front,15
HONDA,FIT,Petrol,1.3,93000.0,4.0,Automatic,Front,15
HYUNDAI,Sonata,Petrol,2,187794.0,4.0,Automatic,Front,13
CHEVROLET,Aveo,Petrol,1.2,73816.0,4.0,Automatic,Front,16
HYUNDAI,Elantra,Petrol,1.6,94910.0,4.0,Automatic,Front,14
HYUNDAI,Sonata,Hybrid,2.4,226814.0,4.0,Automatic,Front,13
HYUNDAI,Tucson,Diesel,2,46503.0,4.0,Automatic,Front,7
KIA,Avella,Petrol,2,11971.0,4.0,Automatic,Front,8
MERCEDES-BENZ,C 180,Petrol,1.8,2014.0,4.0,Manual,Rear,30
KIA,Optima,Hybrid,2.4,119700.0,4.0,Tiptronic,Front,13
KIA,SOUL,Petrol,2,91283.0,4.0,Automatic,Front,7
TOYOTA,RAV 4,Petrol,2.5,60000.0,4.0,Tiptronic,Front,9
MERCEDES-BENZ,E 350,Diesel,3.5,189530.0,6.0,Automatic,4x4,15
HYUNDAI,Sonata,Petrol,2,171734.0,4.0,Automatic,Front,15
TOYOTA,Aqua,Hybrid,1.5,143686.0,4.0,Automatic,Front,12
TOYOTA,RAV 4,Petrol,2.5,157232.0,4.0,Automatic,Front,13
FORD,Fusion,Hybrid,2,215965.0,4.0,Automatic,Front,12
LEXUS,GX 470,Petrol,4.6,106918.0,8.0,Automatic,4x4,10
HYUNDAI,Sonata,Petrol,2.4,50000.0,4.0,Tiptronic,Front,8
BMW,325,Petrol,2.5,76000.0,6.0,Automatic,Rear,22
MERCEDES-BENZ,Sprinter,Diesel,2.9 Turbo,111111.0,5.0,Manual,Rear,27
SUBARU,Forester,Petrol,2.5,90392.0,4.0,Automatic,4x4,10
BMW,X6,Petrol,4.4,147677.0,8.0,Automatic,4x4,14
TOYOTA,Camry,Petrol,2.5,101000.0,4.0,Tiptronic,Front,13
TOYOTA,Highlander,Hybrid,3.3,345405.0,6.0,Automatic,4x4,15
HONDA,Fred,Hybrid,1.5,0.0,4.0,Automatic,Front,7
HYUNDAI,H1,Diesel,2.5,92336.0,4.0,Automatic,Front,15
MERCEDES-BENZ,C 300,Petrol,2.0 Turbo,83000.0,6.0,Tiptronic,Rear,10
MERCEDES-BENZ,E 350,Diesel,3.5,200179.0,6.0,Automatic,4x4,11
FORD,C-MAX,Hybrid,2,93450.0,4.0,Automatic,Front,12
LEXUS,ES 300,Petrol,3.5,63905.0,4.0,Automatic,Front,14
BMW,320 Gran Turismo,Petrol,2.2,55000.0,6.0,Manual,Rear,26
MERCEDES-BENZ,E 280 CDI,Diesel,3.0 Turbo,292000.0,6.0,Tiptronic,Rear,17
TOYOTA,Prius C,Hybrid,1.5,0.0,4.0,Tiptronic,Front,12
AUDI,A4,Petrol,2.0 Turbo,220000.0,4.0,Tiptronic,4x4,15
BMW,X5,Petrol,3,196330.0,6.0,Automatic,4x4,14
FORD,Fusion,Hybrid,2,320554.0,4.0,Automatic,Front,12
HONDA,Civic,Petrol,2,41747.0,4.0,Automatic,Front,8
TOYOTA,RAV 4,Hybrid,2.5,19000.0,4.0,Tiptronic,4x4,9
SUBARU,Legacy,Petrol,2.0 Turbo,234082.0,4.0,Tiptronic,4x4,20
BMW,X6,Petrol,4.4,118656.0,8.0,Automatic,4x4,12
VOLKSWAGEN,Jetta,Diesel,2,150285.0,4.0,Automatic,Front,13
FORD,Fusion,Petrol,2.5,90000.0,4.0,Tiptronic,Front,10
TOYOTA,Prius,Hybrid,1.8,133000.0,4.0,Variator,Front,15
TOYOTA,Prius,Hybrid,1.8,134835.0,4.0,Automatic,Front,10
TOYOTA,Vitz,Petrol,1,90000.0,4.0,Automatic,Front,23
TOYOTA,Vitz,Petrol,1,175000.0,4.0,Automatic,Front,24
LEXUS,GX 460,Petrol,4.6,229334.0,8.0,Automatic,4x4,13
MERCEDES-BENZ,E 350,Diesel,3.5,119379.0,6.0,Automatic,4x4,14
MERCEDES-BENZ,E 36 AMG,Petrol,5.5,199203.0,8.0,Automatic,Rear,15
SSANGYONG,REXTON,Diesel,2.2,94638.0,4.0,Automatic,Front,9
TOYOTA,Camry,Hybrid,2.4,22000.0,4.0,Automatic,Front,18
SUZUKI,Swift,Petrol,0.7,11000.0,3.0,Automatic,Front,11
HYUNDAI,Elantra,Petrol,2,67000.0,4.0,Tiptronic,Front,9
MITSUBISHI,Outlander sport,Petrol,2.4,177600.0,4.0,Automatic,Front,10
SUZUKI,SX4,Petrol,2,193504.0,4.0,Automatic,Front,12
OPEL,Astra astra,Petrol,2,290000.0,4.0,Manual,Front,28
KIA,Optima,Petrol,2.4,180800.0,4.0,Automatic,Front,12
AUDI,A4,Petrol,2.0 Turbo,190400.0,6.0,Variator,Front,17
TOYOTA,Camry,Hybrid,2.5,39552.0,4.0,Automatic,Front,6
FORD,Fiesta,Petrol,1.6,107738.0,4.0,Tiptronic,Front,11
CHEVROLET,Cruze,Petrol,1.4 Turbo,74000.0,4.0,Automatic,Front,13
OPEL,Astra,Petrol,1.6,215000.0,4.0,Automatic,Front,25
TOYOTA,Prius,Hybrid,1.8,368000.0,4.0,Variator,Front,15
MERCEDES-BENZ,311,Diesel,2.8 Turbo,0.0,6.0,Manual,Rear,27
CHEVROLET,Captiva,Diesel,2.2,69320.0,4.0,Automatic,Front,10
TOYOTA,Highlander,Hybrid,3.3,0.0,6.0,Automatic,4x4,17
HONDA,Civic,Hybrid,1.5,142000.0,4.0,Automatic,Front,13
TOYOTA,Camry SE,Petrol,2.5,29800.0,4.0,Automatic,Front,11
HONDA,FIT,Petrol,1.3,163000.0,4.0,Variator,Front,19
KIA,Cerato,Petrol,1.6,41250.0,4.0,Automatic,Front,10
TOYOTA,Camry,Hybrid,2.5,214098.0,4.0,Automatic,Front,13
MERCEDES-BENZ,E 320,Petrol,3.2,130000.0,6.0,Tiptronic,Rear,21
MERCEDES-BENZ,ML 350,Diesel,4.6,180659.0,8.0,Automatic,4x4,13
HYUNDAI,Elantra,LPG,0,65004.0,4.0,Automatic,Front,9
AUDI,Q5,Petrol,2,340106.0,4.0,Automatic,4x4,13
LEXUS,RX 350,Petrol,3.5,138070.0,6.0,Automatic,4x4,15
BMW,X5,Petrol,3.0 Turbo,80000.0,6.0,Tiptronic,4x4,10
MERCEDES-BENZ,Vito 2.2,Diesel,2.2 Turbo,215000.0,4.0,Manual,Rear,20
CHEVROLET,Cruze,Diesel,2,163855.0,4.0,Automatic,Front,12
TOYOTA,Prius,Hybrid,1.5,85000.0,4.0,Automatic,Front,18
HONDA,Insight,Hybrid,1.3,187312.0,4.0,Automatic,Front,15
CHEVROLET,Cruze,Petrol,1.8,137538.0,4.0,Automatic,Front,12
LEXUS,RX 350,Petrol,3.5,71939.0,6.0,Automatic,4x4,10
FORD,Fusion,Hybrid,2,84800.0,4.0,Automatic,Front,10
HYUNDAI,Sonata,LPG,2,85419.0,4.0,Automatic,Front,14
SSANGYONG,Actyon,Diesel,1.6,40598.0,4.0,Automatic,Front,9
VOLKSWAGEN,Touareg,CNG,3.2,140000.0,6.0,Automatic,4x4,21
TOYOTA,Camry,Petrol,2.5,7000.0,4.0,Automatic,Front,6
HYUNDAI,Elantra,Petrol,1.6,132967.0,4.0,Automatic,Front,15
TOYOTA,Camry,Hybrid,2.5,134700.0,4.0,Variator,Front,12
CHEVROLET,Orlando,Petrol,2,48432.0,4.0,Automatic,Front,8
LEXUS,CT 200h,Hybrid,1.8,71904.0,4.0,Automatic,Front,9
NISSAN,Note,Petrol,1.5,156000.0,4.0,Automatic,Front,20
FORD,Fiesta,Petrol,1.5,11580.0,4.0,Manual,Front,27
TOYOTA,Camry,Hybrid,2.5,314373.0,4.0,Automatic,Front,13
MITSUBISHI,Pajero IO,Petrol,1.8,10000.0,4.0,Automatic,Front,25
MERCEDES-BENZ,E 200,LPG,2.0 Turbo,0.0,4.0,Manual,Rear,25
BMW,535,Petrol,3,129834.0,6.0,Automatic,Rear,13
NISSAN,Elgrand,LPG,3,185000.0,6.0,Tiptronic,4x4,22
HYUNDAI,Elantra,Petrol,1.8,149000.0,4.0,Tiptronic,Front,11
HYUNDAI,Genesis,Petrol,3.8,136192.0,4.0,Automatic,Front,17
TOYOTA,Camry,Hybrid,2.5,225510.0,4.0,Automatic,Front,12
FORD,Fusion,Petrol,2,50195.0,4.0,Automatic,Front,9
HYUNDAI,Sonata,Petrol,2,13148.0,4.0,Automatic,Front,8
MERCEDES-BENZ,GLE 350,Petrol,3.5,53070.0,6.0,Automatic,Rear,8
HYUNDAI,Sonata,LPG,2,669145.0,4.0,Automatic,Front,10
TOYOTA,Prius C,Hybrid,1.5,99000.0,4.0,Automatic,Front,13
CHEVROLET,Orlando,Diesel,1.6,51287.0,4.0,Automatic,Front,9
TOYOTA,Prius,Hybrid,1.8,268800.0,4.0,Automatic,Front,12
SUBARU,Forester,Petrol,2.5,145000.0,4.0,Variator,4x4,11
TOYOTA,Prius,Hybrid,1.8,319301.0,4.0,Automatic,Front,15
MERCEDES-BENZ,ML 350,Diesel,3,213998.0,6.0,Automatic,4x4,17
CHEVROLET,Captiva,Diesel,2,30000.0,4.0,Automatic,Front,10
TOYOTA,Land Cruiser Prado,Diesel,3.0 Turbo,33000.0,6.0,Automatic,4x4,6
HYUNDAI,Santa FE,Diesel,2,120871.0,4.0,Automatic,Front,11
HYUNDAI,Genesis,Petrol,3.8,187143.0,4.0,Automatic,Front,16
KIA,Sorento,Petrol,2.4,63803.0,4.0,Automatic,Front,8
CHEVROLET,Volt,Hybrid,1.5,43128.0,4.0,Automatic,Front,7
TOYOTA,Camry,Petrol,2.5,254230.0,4.0,Automatic,Front,11
FORD,Fiesta,Petrol,1.6,100300.0,4.0,Automatic,Front,13
TOYOTA,Camry,Petrol,2.5,78670.0,4.0,Automatic,Front,12
HYUNDAI,Santa FE,Petrol,2.4,79309.0,4.0,Automatic,Front,8
TOYOTA,Aqua,Petrol,1.5,43578.0,4.0,Automatic,Front,10
TOYOTA,Camry,Hybrid,2.5,190549.0,4.0,Automatic,Front,12
FORD,Fusion,Hybrid,2,186048.0,4.0,Automatic,Front,11
SSANGYONG,REXTON,Diesel,2.7,60227.0,4.0,Automatic,Front,16
TOYOTA,Camry,Petrol,2.5,78082.0,4.0,Tiptronic,Front,12
FORD,Escape,Hybrid,0.4,209843.0,4.0,Automatic,Front,17
BMW,525,Petrol,2.5,250000.0,6.0,Automatic,Rear,21
HYUNDAI,Elantra,Diesel,1.6,142495.0,4.0,Automatic,Front,11
TOYOTA,Camry,Hybrid,2.5,14004.0,4.0,Automatic,Front,10
BMW,535 Twinturbo,Petrol,3.0 Turbo,176480.0,4.0,Tiptronic,Rear,13
TOYOTA,Aqua,Hybrid,1.5,134800.0,4.0,Variator,Front,11
HONDA,Insight,Hybrid,1.3,112000.0,4.0,Automatic,Front,15
TOYOTA,Prius,Hybrid,1.5,135000.0,4.0,Automatic,Front,17
MERCEDES-BENZ,416,Diesel,2.7 Turbo,333333.0,5.0,Manual,Rear,25
